Статус,Регистрационен №,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Връзка към сайт библиотеки,Телефон,Факс,E-mail,Председател,Секретар
Действащо,2247,"""Никола Йонков Вапцаров-1926 г.""",СЛИВЕН,,СЕЛО ПЕТ МОГИЛИ,"""Лиляна,Димитрова"",11,,п.к.8953",000583243,http://bibliobg.com/index.php?act=community&do=detail&hash=d0bfe9c00c1dd81fe410700d924c420b566d833b,"0885301949, 0886305979",-,"pet.mogili@abv.bg, pet.mogili@abv.bg",Татяна Димитрова,Диана Дженкова Раднева
Действащо,2246,"""Стоян Омарчевски-1906""",СЛИВЕН,,СЕЛО ОМАРЧЕВО,п.к.8921,000583268,http://bibliobg.com/index.php?act=community&do=detail&hash=5e3545245d30d1f4cc0428b8e4846e703e30898d,"04525, 2172",-,ch_omarchevo@abv.bg,Елена Петрова Дунева,Бойка Русева Стоилова
Действащо,2245,"""Пробуда-1928""",СЛИВЕН,,СЕЛО НОВОСЕЛЕЦ,п.к.8958,119022435,http://bibliobg.com/index.php?act=community&do=detail&hash=26c5f631b855d3cca3c0144fef134623665e7d97,"04564, 2120, 0897039060, 0896428838",-,"probuda1928@abv.bg, ivelina_aleksandrova93@abv.bg",Румяна Динева Трифонова,Ивелина Георгиева Александрова
Действащо,2244,"""Христо Ботев -1920""",СЛИВЕН,,СЕЛО МЛЕКАРЕВО,"""Генерал,Столетов"",1,,ет.,1,п.к.8960",119022346,http://bibliobg.com/index.php?act=community&do=detail&hash=7b56ee2ebb38ec9ddeebc9cb1676e9a7afb6b99e,"04526, 2011, 0894301415, 0876277040, 0896239321",,hr.botev55@abv.bg,Елена Петрова Георгиева,Радка Стефанова Петрова
Действащо,2242,Пробуда-1929,СЛИВЕН,,СЕЛО ЛЮБЕНЕЦ,"""Г.Димитров"",63,,п.к.8949",000583357,http://bibliobg.com/index.php?act=community&do=detail&hash=2ed9eb9dfcccdfc43b18086581309c01b1c0805b,0877770566,-,maria.petkova5@gmail.com,Катя Тодорова Михалева,Мима Димова Стоева
Действащо,2243,"""Светлина 1862""",СЛИВЕН,,СЕЛО ЛЮБЕНОВА МАХАЛА,"""Цар,Иван,Асен,ІІ"",19,,п.к.8947",000583282,http://bibliobg.com/index.php?act=community&do=detail&hash=4018dbfddf098439599a981e1fc2a797fc22189e,0887868524,-,svetlina_1862@abv.bg,Янка Йовчева Колева,Минка Йовчева Динчева
Действащо,2241,"""Искра-1921 г.""",СТАРА ЗАГОРА,,СЕЛО ХАН АСПАРУХОВО,п.к.6055,000805808,http://bibliobg.com/index.php?act=community&do=detail&hash=b2e8a213a4f027599e25c5d6832107a50910e3df,"0889463040, 0896750344",-,iskra1921ha@abv.bg,Жана Генадиева Колева,Стоян Тодоров Камарев
Действащо,2240,"""Св.Св.Кирил и Методий -1922 г.""",СЛИВЕН,,СЕЛО КОНЬОВО,"""Хан,Аспарух"",47,,п.к.8920",000583460,http://bibliobg.com/index.php?act=community&do=detail&hash=95e787c86e793dc52e3ce7efb6c879cc7e12573d,0878511847,-,chit_konyovo@abv.bg,Пеньо Иванов Митев,Милена Митева Иванова
Действащо,2317,"""Зора -1928 г.""",ПАЗАРДЖИК,,СЕЛО ДЮЛЕВО,"""Първи,май"",43,,п.к.4529",000343508,http://bibliobg.com/index.php?act=community&do=detail&hash=da60284bfe0538f3220e27dccc126ce03b384d42,0894325572,-,nczora1928@abv.bg,Стойка Йорданова Гущерова,Петя Илиева Спасова
Действащо,2239,"""Паисий Хилендарски -1927""",СЛИВЕН,,СЕЛО КАРАНОВО,п.к.8934,000583147,http://bibliobg.com/index.php?act=community&do=detail&hash=c019fe57b164887efeb9dcd6b6d13bb6eca580f9,0885362508,-,p.helendarski_karanovo_nz@abv.bg,Вангелина Стоянова Михайлова,Нела Димова Димитрова
Действащо,2237,"""Стойчо Донев Сербезов-1928""",СЛИВЕН,,СЕЛО ЗАГОРЦИ,п.к.8939,000583299,http://bibliobg.com/index.php?act=community&do=detail&hash=6d2a7b7766df6793cd7d7ad286748d2ee5d61535,0889132465,-,"rumiana_1711@abv.bg, serbezov_1928@abv.bg",Руси Петков Сербезов,Румяна Стоянова Йоргова
Действащо,2238,"""Христо Ботев-1925""",СЛИВЕН,,СЕЛО КАМЕНОВО,п.к.8928,000583574,http://bibliobg.com/index.php?act=community&do=detail&hash=d018dc24f282ca7b204e0db7adff2f9f8f6b6094,"04524, 21, 44, 0878209177",-,"h.botev_kamenovo_nz@abv.bg, kamenovon1925@abv.bg",Кънчо Владимиров Динев,Нели Желязкова Енева
Действащо,2206,"""Народна просвета -1945 г.""",ПЕРНИК,,СЕЛО ЧЕРВЕНА МОГИЛА,"п.к.,2408",000380944,http://bibliobg.com/index.php?act=community&do=detail&hash=8d3e0801bc3babcfc6f485bfa45a9f3e95768112,0890395715,няма,rosicahaidukova@abv.bg,Златка Георгиева Деянова,Росица Ангелова Хайдукова
Действащо,2049,"""Никола Йонков Вапцаров-1921 г.""",МОНТАНА,,СЕЛО ЗЛАТИЯ,"""Г.,Димитров"",118,,п.к.3630",000314093,http://bibliobg.com/index.php?act=community&do=detail&hash=6fc4123882e21f3f8d08e57641a9d9a652ef02ca,0898241978,-,zlatiq_chit@abv.bg,Стефка Кирилова Патрашкова,Пролетка Николова Ницова
Действащо,2205,Пробуда,ПЕРНИК,,СЕЛО БАЙКАЛСКО,"ОБЛАСТ,ПЕРНИК,,ОБЩИНА,РАДОМИР,,СЕЛО,БАЙКАЛСКО,,НЧ,""ПРОБУДА""",000379511,http://bibliobg.com/index.php?act=community&do=detail&hash=9fffa02e1c95a247466b3f6811d9f96e6713f8a1,,НЯМА,,Емо Петров Шумов,НЯМА
Действащо,2207,Отец Паисий,ПЕРНИК,,СЕЛО ГЪЛЪБНИК,"ОБЛАСТ,ПЕРНИК,,ОБЩИНА,РАДОМИР,,СЕЛО,ГЪЛЪБНИК,,НЧ,""ОТЕЦ,ПАИСИЙ""",000379835,http://bibliobg.com/index.php?act=community&do=detail&hash=76ff0e26ac4ef17984a627766650982271e278af,,НЯМА,,Ивайло Христов Атанасов,НЯМА
Действащо,2204,"""Васил Левски 1997""",КЪРДЖАЛИ,,СЕЛО ЗВИНИЦА,п.к.6668,108037090,http://bibliobg.com/index.php?act=community&do=detail&hash=055b41d43fdade6f2c7cba72564d5fc863f6daf3,"0889020440, 03629, 370",-,citalishtevl@abv.bg,Нурай Ниязи Вели,Мухарем Мюмюн Алиосман
Действащо,2202,"""Пробуда 1932""",ШУМЕН,,СЕЛО ВЪРБАК,"""Хан,Крум"",7,,п.к.9781",000923571,http://bibliobg.com/index.php?act=community&do=detail&hash=d83a0dad0bd2a37f5ce3ccf9a9621db90f517cb9,"0876533016, 0877265989, 0899816995",-,tsvetanka_stefanova.bg.1950@abv.bg,Екатерина Тодорова Любенова,Цветанка Кирилова Стефанова
Действащо,2200,"""Поука -1919""",ВАРНА,,СЕЛО ДОБРОПЛОДНО,"""Христо,Ботев"",2,,п.к.,9281",000084710,http://bibliobg.com/index.php?act=community&do=detail&hash=7d8627e31585b2754c843523e9dc969d9c8ec1ac,0889500625,-,pouka_1919@abv.bg,Стоянка Железова Калоянова,Василка Костадинова Димитрова
Действащо,2201,"""Просвета-1921""",МОНТАНА,,СЕЛО БЛАГОВО,"“Георги,Томов”,26,,п.к.3488",000313995,http://bibliobg.com/index.php?act=community&do=detail&hash=d41c0b8df0170306b7c97708893cb786d67e9940,0878020439,,blagovo_prosveta_1921@abv.bg,Любомир Георгиев Костадинов,Марина Николаевна Георгиева
Действащо,2203,"""Просвета -1922""",СОФИЯ,,СЕЛО РАВНО ПОЛЕ,"""Равнополска,пролет"",26,,п.к.2129",000761265,http://bibliobg.com/index.php?act=community&do=detail&hash=22fb0c03e63d6d44b2012e123968cfe268599d0a,"07156, 20, 97, 0886575295",-,chitalishte_prosveta@abv.bg,Юлиана Пейчева Стоилова,Венетка Светославова Александрова
Действащо,2198,"""Самообразование-1919""",СОФИЯ,,СЕЛО ГОЛЕМО МАЛОВО,п.к.2204,000761468,http://bibliobg.com/index.php?act=community&do=detail&hash=bb5168a3c2e8a00138c9cd7c3a43196bc2c8db76,"0886600281, 0879103461",-,samoobrazovanie-1919@abv.bg,Соня Лозанова Милчева,Соня Лозанова Милчева
Закрито,2199,Кирил и Методий,ШУМЕН,,СЕЛО ЧЕРНА,,,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,Петър Стоянов Стоянов,
Действащо,2197,"""Стефан Генчев-1901 г.""",СТАРА ЗАГОРА,,СЕЛО ХРИЩЕНИ,"""Свобода"",29,,п.к.,6050",000805975,http://bibliobg.com/index.php?act=community&do=detail&hash=e81020a4d46d1dfc946e1edec83a24711d5455df,"04126, 2340, 0887, 802, 255",-,cveti_t_@abv.bg,Динка Стефанова Баракова,Цветослава Георгиева Тончева
Действащо,2313,Васил Левски,РАЗГРАД,,СЕЛО ЗАДРУГА,"с.Задруга,,ул.,""Хр.,Ботев"",№,20",,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,-,,-,-
Действащо,2312,"""Отец Паисий-1928""",РАЗГРАД,,СЕЛО СЕВАР,"""Юрий,Гагарин"",1,,п.к.7332",116041302,http://bibliobg.com/index.php?act=community&do=detail&hash=027a54781be832f2dc730ececf518ea50e0da23a,0883204152,,chitaliste_sevar@abv.bg,Хамза Вели Чакър,Мехмед Ахмедов Кенаров
Действащо,2311,"""Светило - 1926""",РАЗГРАД,,СЕЛО БЕЛОВЕЦ,"""Искър"",3,,п.к.7321",000499553,http://bibliobg.com/index.php?act=community&do=detail&hash=866433e36016a4fcc9eed8f786ab9b4304369a01,0884579784,-,svetilo1926@abv.bg,Нуржихан Бахриева Юзеирова,Милена Иванова Пенчева
Действащо,2310,"""Иван Комитов - 1976""",ВЕЛИКО ТЪРНОВО,,СЕЛО КАМЕНАРИ,п.к.5083,104005946,http://bibliobg.com/index.php?act=community&do=detail&hash=8858f3e3db296e377d17ee0cd424c424ff1666ab,"0879952130, 0876680906",-,ivan.komitov.kamenari@abv.bg,Стела Венциславова Михайлова,Къймет Руждиева Юсеинова
Действащо,2309,"""Просвета 1919 - Брестовене""",РАЗГРАД,,СЕЛО БРЕСТОВЕНЕ,"""Демокрация"",2,,п.к.7331",000499578,http://bibliobg.com/index.php?act=community&do=detail&hash=3ae23c8cd99060d8aad8a9555c2a2e91f7b955d1,0897089481,-,brestovenechitalishte@abv.bg,Димитър Лаков Цвятков,-
Действащо,2307,"""Светлина-1910г.""",СТАРА ЗАГОРА,,СЕЛО ТРОЯНОВО,"“Дружба,16”,п.к.6270",000583738,http://bibliobg.com/index.php?act=community&do=detail&hash=cf1e0564588196f160dcfb28c65698ec4625e2b7,0887616079,-,pavlinakoleva@abv.bg,Павлина Колева,Антоанета Гочева
Действащо,2308,Светлина,БЛАГОЕВГРАД,,СЕЛО ЛЪКИ,"п.к.,2928",101116350,http://bibliobg.com/index.php?act=community&do=detail&hash=028aa123cb2eeb6bdefb270b4c408d0757eff435,"075215, 261",-,,Иван Христов Попов,-
Действащо,2305,"""Христо Ботев-1901г.""",СИЛИСТРА,,СЕЛО ЗАФИРОВО,"""Ген.,Атила,Зафиров"",63,,п.к.7610",000560312,http://bibliobg.com/index.php?act=community&do=detail&hash=7bacf0706a69448eec587178b6fede98d2ec335d,"0888117831, 0893649614",-,chitalishte_zafirovo@abv.bg,Аксиния Илиева Костадинова,Марияна Георгиева Лазарова
Действащо,2304,"""Христо Ботев -1940 г.""",СИЛИСТРА,,ГРАД ГЛАВИНИЦА,"“Витоша”,43,,п.к.7630",000559678,http://bibliobg.com/index.php?act=community&do=detail&hash=87bd3275a96044fecb3a013aa6bf31f7e4f90aaa,"0893649666, 0893649668",-,nchhristobotev@abv.bg,Ради Николов Иванов,Диана Георгиева Йорданова
Действащо,2306,"""Отец Паисий -1951""",СМОЛЯН,,СЕЛО СЕЛЧА,п.к.4814,000609528,http://bibliobg.com/index.php?act=community&do=detail&hash=e39a3407176a2a73128fb1a1186e26c3171271e4,0895421001,-,"chitaliste_selcha@abv.bg, atanaska_kirova@abv.bg",Румяна Росенова Буцова,Атанаска Миткова Кирова
Действащо,2303,"""Н. Й. Вапцаров-1928 г. - гр. Пловдив""",ПЛОВДИВ,,ГРАД ПЛОВДИВ,"""Елин,Пелин"",42,,кв.Прослав,п.к.4015",000457198,http://bibliobg.com/index.php?act=community&do=detail&hash=498270dc89c888b39faaaba2491ad125161d8f59,"032, 240053",-,vaptsarov.nikola@abv.bg,Иванка Димитрова Шурелова,Цветана Петрова Гледачева
Действащо,2301,"""Светлина-1937г.- с. Буково""",ПЛОВДИВ,,СЕЛО БУКОВО,"""Първа"",1,п.к.4295",000456491,http://bibliobg.com/index.php?act=community&do=detail&hash=cef9940934c10c96a0e12c7f43ab4ff393dc6297,0876668957,-,chitalishte-bukovo@abv.bg,Смиляна Георгиева Троева,Невин Рафед Ахмед
Действащо,2302,"""Надежда -1950""",СМОЛЯН,,СЕЛО БЕДЕН,п.к.4817,000609631,http://bibliobg.com/index.php?act=community&do=detail&hash=e31e95e5bac8226cce353698f61c81633841c681,0887128358,-,nch_beden1950@abv.bg,Стоян Динков Димов,Малинка Стефанова Стефанова
Действащо,2299,Светлина,СМОЛЯН,,СЕЛО ГАЛИЩЕ,,не,http://bibliobg.com/index.php?act=community&do=detail&hash=a1c197126868ed5c74704b44ceb653f8e0a79779,,не,,Стоян Ангелов Пашов,не
Действащо,2298,"""Иван Вазов -1958""",СМОЛЯН,,СЕЛО БУКОВО,п.к.4930,000609371,http://bibliobg.com/index.php?act=community&do=detail&hash=8d017d4e8bbb2d995af56f5ff46e75b98dd24347,0897650577,-,chitalishte_bukovo@abv.bg,Ганка Стефанова Бързикова,Фанка Иванова Кичукова
Действащо,2300,"""Братан Шукеров -1953""",СМОЛЯН,,СЕЛО ВЪРБИНА,п.к.4921,000609115,http://bibliobg.com/index.php?act=community&do=detail&hash=7b03ca44bcc4ecca2906c153cc4d2517de76b78c,,-,biblioteka_vurbina@abv.bg,Снежана Асенова Касабова,Кадифина Събева Маргаритова
Действащо,2297,"""Никола Йонков Вапцаров-1997""",СМОЛЯН,,СЕЛО СРЕДНОГОРЦИ,"""П.Р.Славейков"",1,,п.к.4954",000611098,http://bibliobg.com/index.php?act=community&do=detail&hash=5ce70f5d0d3eecb56bae2b494c1fd8a6763a9729,0878466221,-,chitalishte_srednogorci@abv.bg,Захра Ахмедова Боюклиева,Петя Димитрова Калайджиева
Действащо,2296,"""Антон Попов-1926""",БЛАГОЕВГРАД,,СЕЛО САМУИЛОВО,"п.к.,2879",000015333,http://bibliobg.com/index.php?act=community&do=detail&hash=0a9a6bd88d9231190d942639cb96ee55295cf368,0896414040,-,pavlina_hristova1965@abv.bg,Росица Борисова Трайкова,Павлина Ангелова Христова
Действащо,2295,"""Съзнание -1871 г.""",СТАРА ЗАГОРА,,СЕЛО СЪРНЕВО,"„Спортна”,2,,п.к.,6268,",000806017,http://bibliobg.com/index.php?act=community&do=detail&hash=b8256b1f593d0b19760ce9b926d6bc3392bbd25a,0898478934,-,chit.saznanie1871@abv.bg,Иванка Иванова Атанасова,Диана Динева Иванова
Действащо,2292,Христо Смирненски,КЪРДЖАЛИ,,СЕЛО БАГРЯНКА,,,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,Елка Миланова Фафарова,
