Номер,Линк,Име на читалище,Град/село,Община,Област
2643,?act=community&do=detail&id=3113&reg_num=2643,Просвета -1908,СЕЛО ГОЛЕМА РАКОВИЦА,ЕЛИН ПЕЛИН,СОФИЯ
2644,?act=community&do=detail&id=2358&reg_num=2644,Отец Паисий -1931,СЕЛО СТОЕВЦИ,ГАБРОВО,ГАБРОВО
2645,?act=community&do=detail&id=2359&reg_num=2645,Г.С.Раковски 1934,СЕЛО ГРИГОРЕВО,ЕЛИН ПЕЛИН,СОФИЯ
2646,?act=community&do=detail&id=2360&reg_num=2646,Васил Левски 1965,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2647,?act=community&do=detail&id=2361&reg_num=2647,Просвета 1928г.,ГРАД МАРТЕН,РУСЕ,РУСЕ
2648,?act=community&do=detail&id=2362&reg_num=2648,Развитие-1960г.,СЕЛО БАБИНЦИ,ТЕТЕВЕН,ЛОВЕЧ
2649,?act=community&do=detail&id=2363&reg_num=2649,Светлина-1968,СЕЛО ВЪЛКАН,ГЛАВИНИЦА,СИЛИСТРА
2602,?act=community&do=detail&id=2320&reg_num=2602,Светлина-Златовръх-1929 г.,СЕЛО ЗЛАТОВРЪХ,АСЕНОВГРАД,ПЛОВДИВ
2603,?act=community&do=detail&id=2321&reg_num=2603,Наука -1925 г.,СЕЛО СИНАГОВЦИ,ВИДИН,ВИДИН
2604,?act=community&do=detail&id=2322&reg_num=2604,Иван Вазов,СЕЛО ЛЕЯРОВО,СТРАЛДЖА,ЯМБОЛ
2605,?act=community&do=detail&id=2323&reg_num=2605,Христо Смирненски-1941,СЕЛО ТЕРТЕР,КУБРАТ,РАЗГРАД
2606,?act=community&do=detail&id=2324&reg_num=2606,Просвета-1926г.-с. Добродан,СЕЛО ДОБРОДАН,ТРОЯН,ЛОВЕЧ
2607,?act=community&do=detail&id=3110&reg_num=2607,Златко Миланов - 1931,СЕЛО ГАБРЕШЕВЦИ,ТРЕКЛЯНО,КЮСТЕНДИЛ
2608,?act=community&do=detail&id=2325&reg_num=2608,Искра - 1925,СЕЛО ДОБРИ ДОЛ,ТРЕКЛЯНО,КЮСТЕНДИЛ
2609,?act=community&do=detail&id=3111&reg_num=2609,Гео Милев-1954,ГРАД МОМИН ПРОХОД,КОСТЕНЕЦ,СОФИЯ
2563,?act=community&do=detail&id=2282&reg_num=2563,Асклепион - 1998,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2564,?act=community&do=detail&id=2283&reg_num=2564,Светлина 1-1922,СЕЛО ЛЯТНО,КАОЛИНОВО,ШУМЕН
2565,?act=community&do=detail&id=2284&reg_num=2565,Гоце Делчев-1939,СЕЛО КЛЮЧ,ПЕТРИЧ,БЛАГОЕВГРАД
2566,?act=community&do=detail&id=2285&reg_num=2566,Христо Смирненски,СЕЛО СТАНЕВО,ЛОМ,МОНТАНА
2567,?act=community&do=detail&id=2286&reg_num=2567,Христо Ботев -1925,СЕЛО ГОРАНОВЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2568,?act=community&do=detail&id=2287&reg_num=2568,Светлина -1922,СЕЛО КОНЯВО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2569,?act=community&do=detail&id=2288&reg_num=2569,Пробуда-1961,ГРАД КЮСТЕНДИЛ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2519,?act=community&do=detail&id=2239&reg_num=2519,Христо Смирненски,СЕЛО ЖРЕБИЧКО,БРАЦИГОВО,ПАЗАРДЖИК
2520,?act=community&do=detail&id=2240&reg_num=2520,Родопска искра-1936 г.,СЕЛО МИШЕВСКО,ДЖЕБЕЛ,КЪРДЖАЛИ
2521,?act=community&do=detail&id=2241&reg_num=2521,Изгрев-1929,СЕЛО САРАНСКО,СТРАЛДЖА,ЯМБОЛ
2522,?act=community&do=detail&id=2242&reg_num=2522,Просвета-1928г.- с.Люлин,СЕЛО ЛЮЛИН,СТРАЛДЖА,ЯМБОЛ
2523,?act=community&do=detail&id=2243&reg_num=2523,Пробуда -1928 с. Крапчене,СЕЛО КРАПЧЕНЕ,МОНТАНА,МОНТАНА
2524,?act=community&do=detail&id=2244&reg_num=2524,Христо Ботев -1929,СЕЛО СУМЕР,МОНТАНА,МОНТАНА
2525,?act=community&do=detail&id=2245&reg_num=2525,Пробуда-1929 с. Безденица,СЕЛО БЕЗДЕНИЦА,МОНТАНА,МОНТАНА
2526,?act=community&do=detail&id=2246&reg_num=2526,Братя Миладинови,ГРАД МОНТАНА,МОНТАНА,МОНТАНА
2527,?act=community&do=detail&id=2247&reg_num=2527,Наука-1928,СЕЛО ВИРОВЕ,МОНТАНА,МОНТАНА
2528,?act=community&do=detail&id=3108&reg_num=2528,Народна просвета -1926,СЕЛО ДОКТОР ЙОСИФОВО,МОНТАНА,МОНТАНА
2529,?act=community&do=detail&id=2248&reg_num=2529,Събуждане -1922,СЕЛО СТУБЕЛ,МОНТАНА,МОНТАНА
2479,?act=community&do=detail&id=2202&reg_num=2479,Светлина -1942,СЕЛО БОЖАН,ТЕРВЕЛ,ДОБРИЧ
2480,?act=community&do=detail&id=3107&reg_num=2480,Генерал Попов -1941 г.,СЕЛО ПОП ГРУЕВО,ТЕРВЕЛ,ДОБРИЧ
2481,?act=community&do=detail&id=2203&reg_num=2481,Васил Левски -1901,СЕЛО НОВА КАМЕНА,ТЕРВЕЛ,ДОБРИЧ
2482,?act=community&do=detail&id=2204&reg_num=2482,Христо Ботев -1944 г.,СЕЛО КАБЛЕШКОВО,ТЕРВЕЛ,ДОБРИЧ
2483,?act=community&do=detail&id=2205&reg_num=2483,Отец Паисий -1900 г.,СЕЛО ОРЛЯК,ТЕРВЕЛ,ДОБРИЧ
2484,?act=community&do=detail&id=2206&reg_num=2484,Стефан Караджа-1966 г.,СЕЛО ДОЛНО РЯХОВО,ГЛАВИНИЦА,СИЛИСТРА
2485,?act=community&do=detail&id=2207&reg_num=2485,Христо Ботев -1941г.,СЕЛО ЧЕСТИМЕНСКО,ТЕРВЕЛ,ДОБРИЧ
2486,?act=community&do=detail&id=2208&reg_num=2486,Васил Левски -1941,СЕЛО БЕЗМЕР,ТЕРВЕЛ,ДОБРИЧ
2489,?act=community&do=detail&id=2209&reg_num=2489,Васил Левски-1935г.,СЕЛО ЧУДОМИР,ЛОЗНИЦА,РАЗГРАД
2440,?act=community&do=detail&id=2168&reg_num=2440,Развитие 1899,СЕЛО ПОЛСКО КОСОВО,БЯЛА,РУСЕ
2441,?act=community&do=detail&id=2169&reg_num=2441,Светлина -1931,СЕЛО ЛОВЕЦ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2442,?act=community&do=detail&id=2170&reg_num=2442,Пробуда-1926,ГРАД ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2443,?act=community&do=detail&id=3416&reg_num=2443,Развитие - 1938,СЕЛО БУЙНОВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2444,?act=community&do=detail&id=2171&reg_num=2444,Димо Арсов -1926 г.,СЕЛО ЛОВСКО,ЛОЗНИЦА,РАЗГРАД
2445,?act=community&do=detail&id=3417&reg_num=2445,Светлина-1935,СЕЛО ПРЕСЯК,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2446,?act=community&do=detail&id=2172&reg_num=2446,Христо Ботев-1922 г.,СЕЛО ТРАПИЩЕ,ЛОЗНИЦА,РАЗГРАД
2447,?act=community&do=detail&id=3347&reg_num=2447,Светлина -1913,СЕЛО МАКОВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2368,?act=community&do=detail&id=2100&reg_num=2368,Просвета 1928,СЕЛО ГЪМЗОВО,БРЕГОВО,ВИДИН
2369,?act=community&do=detail&id=2101&reg_num=2369,Светлина-1928г.,СЕЛО РАКИТНИЦА,БРЕГОВО,ВИДИН
2370,?act=community&do=detail&id=2102&reg_num=2370,Христо Кърпачев-1921г.,СЕЛО КЪРПАЧЕВО,ЛЕТНИЦА,ЛОВЕЧ
2371,?act=community&do=detail&id=2103&reg_num=2371,Христо Ботев 1924,СЕЛО ДОЛНИ ЛУКОВИТ,ИСКЪР,ПЛЕВЕН
2372,?act=community&do=detail&id=2104&reg_num=2372,Прочит 1925,СЕЛО ПЕТЪРНИЦА,ДОЛНИ ДЪБНИК,ПЛЕВЕН
2373,?act=community&do=detail&id=2105&reg_num=2373,Зора-1954,СЕЛО ЛИСТЕЦ,ГЛАВИНИЦА,СИЛИСТРА
2374,?act=community&do=detail&id=2106&reg_num=2374,Христо Ботев-1945г.,СЕЛО ДИЧЕВО,ГЛАВИНИЦА,СИЛИСТРА
2375,?act=community&do=detail&id=2107&reg_num=2375,Йордан Йовков -1946,СЕЛО МАЛЪК ПРЕСЛАВЕЦ,ГЛАВИНИЦА,СИЛИСТРА
2376,?act=community&do=detail&id=3101&reg_num=2376,Васил Левски-1941,СЕЛО ЦАРЕВ ДОЛ,ТУТРАКАН,СИЛИСТРА
2377,?act=community&do=detail&id=2108&reg_num=2377,Видилина,СЕЛО АНТИМОВО,ВИДИН,ВИДИН
2378,?act=community&do=detail&id=2109&reg_num=2378,Развитие - 1927,СЕЛО СУШЕВО,ЗАВЕТ,РАЗГРАД
2379,?act=community&do=detail&id=2110&reg_num=2379,П.Р.Славейков -1926,СЕЛО СТАРОСЕЛЦИ,ИСКЪР,ПЛЕВЕН
2380,?act=community&do=detail&id=2111&reg_num=2380,Иван Вазов -1904,СЕЛО ОДЪРНЕ,ПОРДИМ,ПЛЕВЕН
2328,?act=community&do=detail&id=2062&reg_num=2328,Св.Св.Кирил и Методий 1928,СЕЛО БУЙНОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
2329,?act=community&do=detail&id=2063&reg_num=2329,Отец Паисий 1928 г.- село Руен,СЕЛО РУЕН,КУКЛЕН,ПЛОВДИВ
2330,?act=community&do=detail&id=2064&reg_num=2330,Възраждане -1927,СЕЛО КАЛЕНИК,УГЪРЧИН,ЛОВЕЧ
2331,?act=community&do=detail&id=2065&reg_num=2331,Пробуда -1930,СЕЛО ГОЛЕЦ,УГЪРЧИН,ЛОВЕЧ
2332,?act=community&do=detail&id=2066&reg_num=2332,Просвета с. Катунец-1909 г.,СЕЛО КАТУНЕЦ,УГЪРЧИН,ЛОВЕЧ
2333,?act=community&do=detail&id=2067&reg_num=2333,Пробуда-1927г.-с. Кирчево,СЕЛО КИРЧЕВО,УГЪРЧИН,ЛОВЕЧ
2334,?act=community&do=detail&id=2068&reg_num=2334,Въло Радев -1923,СЕЛО ЛЕСИДРЕН,УГЪРЧИН,ЛОВЕЧ
2335,?act=community&do=detail&id=2069&reg_num=2335,Просвета -1928 г.,СЕЛО ДРАГАНА,УГЪРЧИН,ЛОВЕЧ
2336,?act=community&do=detail&id=2070&reg_num=2336,Васил Левски -1948 г.,СЕЛО ПЕЩЕРНА,ЛУКОВИТ,ЛОВЕЧ
2337,?act=community&do=detail&id=2071&reg_num=2337,Искра -1923,СЕЛО ГОРНА МИТРОПОЛИЯ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
2338,?act=community&do=detail&id=2072&reg_num=2338,Георги Сава Раковски-1927,СЕЛО ГОСТИЛЯ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
2339,?act=community&do=detail&id=2073&reg_num=2339,Саморазвитие-1887,СЕЛО КРУШОВЕНЕ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
2288,?act=community&do=detail&id=2022&reg_num=2288,Пробуда -1926,СЕЛО САРАЯ,ПАЗАРДЖИК,ПАЗАРДЖИК
2289,?act=community&do=detail&id=2023&reg_num=2289,Христо Ботев,ГРАД ЛЕВСКИ,ЛЕВСКИ,ПЛЕВЕН
2290,?act=community&do=detail&id=2024&reg_num=2290,Светлина -1948,СЕЛО ГЬОВРЕН,ДЕВИН,СМОЛЯН
2291,?act=community&do=detail&id=2025&reg_num=2291,Просвета -1919,ГРАД КОСТАНДОВО,РАКИТОВО,ПАЗАРДЖИК
2292,?act=community&do=detail&id=2026&reg_num=2292,Христо Смирненски,СЕЛО БАГРЯНКА,МОМЧИЛГРАД,КЪРДЖАЛИ
2293,?act=community&do=detail&id=2027&reg_num=2293,Св.Св.Кирил и Методий -1942,СЕЛО КОЛАРОВО,ГЛАВИНИЦА,СИЛИСТРА
2294,?act=community&do=detail&id=2028&reg_num=2294,Янко Забунов 1957,СЕЛО ЧЕРНОГОР,ГЛАВИНИЦА,СИЛИСТРА
2295,?act=community&do=detail&id=2029&reg_num=2295,Съзнание -1871 г.,СЕЛО СЪРНЕВО,РАДНЕВО,СТАРА ЗАГОРА
2296,?act=community&do=detail&id=2030&reg_num=2296,Антон Попов-1926,СЕЛО САМУИЛОВО,ПЕТРИЧ,БЛАГОЕВГРАД
2297,?act=community&do=detail&id=2031&reg_num=2297,Никола Йонков Вапцаров-1997,СЕЛО СРЕДНОГОРЦИ,МАДАН,СМОЛЯН
2298,?act=community&do=detail&id=2032&reg_num=2298,Иван Вазов -1958,СЕЛО БУКОВО,МАДАН,СМОЛЯН
2299,?act=community&do=detail&id=2033&reg_num=2299,Светлина,СЕЛО ГАЛИЩЕ,МАДАН,СМОЛЯН
2300,?act=community&do=detail&id=2034&reg_num=2300,Братан Шукеров -1953,СЕЛО ВЪРБИНА,МАДАН,СМОЛЯН
2248,?act=community&do=detail&id=1984&reg_num=2248,Гео Милев-1929,СЕЛО ПИТОВО,НОВА ЗАГОРА,СЛИВЕН
2249,?act=community&do=detail&id=1985&reg_num=2249,Надежда 1902,СЕЛО ПОЛСКО ПЪДАРЕВО,НОВА ЗАГОРА,СЛИВЕН
2250,?act=community&do=detail&id=1986&reg_num=2250,Пробуда 1929,СЕЛО РАДЕВО,НОВА ЗАГОРА,СЛИВЕН
2251,?act=community&do=detail&id=1987&reg_num=2251,Пробуда 1929,СЕЛО РАДЕЦКИ,НОВА ЗАГОРА,СЛИВЕН
2252,?act=community&do=detail&id=1988&reg_num=2252,Искра-1931,СЕЛО СОКОЛ,НОВА ЗАГОРА,СЛИВЕН
2253,?act=community&do=detail&id=1989&reg_num=2253,Искра-1875,СЕЛО СТОИЛ ВОЙВОДА,НОВА ЗАГОРА,СЛИВЕН
2254,?act=community&do=detail&id=1990&reg_num=2254,Светлина-1932,СЕЛО СЪБРАНО,НОВА ЗАГОРА,СЛИВЕН
2255,?act=community&do=detail&id=1991&reg_num=2255,Никола Йонков Вапцаров 1926,СЕЛО СЪДИЕВО,НОВА ЗАГОРА,СЛИВЕН
2256,?act=community&do=detail&id=1992&reg_num=2256,Н.Й.Вапцаров -1926,СЕЛО СЪДИЙСКО ПОЛЕ,НОВА ЗАГОРА,СЛИВЕН
2257,?act=community&do=detail&id=1993&reg_num=2257,Христо Смирненски-1912,СЕЛО МОМЧИЛОВО,ВЕТРИНО,ВАРНА
2208,?act=community&do=detail&id=1948&reg_num=2208,Самообразование 1925,СЕЛО БОБОРАЦИ,РАДОМИР,ПЕРНИК
2209,?act=community&do=detail&id=1949&reg_num=2209,Пробуда,СЕЛО УГЛЯРЦИ,РАДОМИР,ПЕРНИК
2210,?act=community&do=detail&id=1950&reg_num=2210,Христо Ботев,СЕЛО ЖЕДНА,РАДОМИР,ПЕРНИК
2211,?act=community&do=detail&id=1951&reg_num=2211,Зашо Бакарски,СЕЛО ГОРНА ДИКАНЯ,РАДОМИР,ПЕРНИК
2212,?act=community&do=detail&id=1952&reg_num=2212,Просвета -1910,СЕЛО ГАЛИЧЕ,БЯЛА СЛАТИНА,ВРАЦА
2213,?act=community&do=detail&id=1953&reg_num=2213,Христо Смирненски -1889,ГРАД ЗЛАТИЦА,ЗЛАТИЦА,СОФИЯ
2214,?act=community&do=detail&id=3094&reg_num=2214,"Студентско читалище ""Св.Климент Охридски 1997",ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
2215,?act=community&do=detail&id=1954&reg_num=2215,Напредък -1895-гр. Радомир,ГРАД РАДОМИР,РАДОМИР,ПЕРНИК
2216,?act=community&do=detail&id=1955&reg_num=2216,Будител -1997,СЕЛО СТРУМЯНИ,СТРУМЯНИ,БЛАГОЕВГРАД
2217,?act=community&do=detail&id=1956&reg_num=2217,Христо Ботев,СЕЛО АКАЦИЕВО,ВИДИН,ВИДИН
2218,?act=community&do=detail&id=1957&reg_num=2218,Отец Паисий -1910,СЕЛО ДОСПЕЙ,САМОКОВ,СОФИЯ
2219,?act=community&do=detail&id=3095&reg_num=2219,Христо Смирненски,СЕЛО ГОЛЯМ ВЪРБОВНИК,БОБОВ ДОЛ,КЮСТЕНДИЛ
2168,?act=community&do=detail&id=1918&reg_num=2168,Васил Левски 1933,ГРАД СВИЛЕНГРАД,СВИЛЕНГРАД,ХАСКОВО
2169,?act=community&do=detail&id=1919&reg_num=2169,Искра -1932,СЕЛО ДИМИТРОВЧЕ,СВИЛЕНГРАД,ХАСКОВО
2170,?act=community&do=detail&id=1920&reg_num=2170,Съзнание-1907,ГРАД СЛИВНИЦА,СЛИВНИЦА,СОФИЯ
2171,?act=community&do=detail&id=3082&reg_num=2171,Христо Смирненски 1928,СЕЛО ЛОЗЕН,СТОЛИЧНА,СОФИЯ-ГРАД
2172,?act=community&do=detail&id=3083&reg_num=2172,Просвета-1925,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
2173,?act=community&do=detail&id=3084&reg_num=2173,Светлина 1940,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
2174,?act=community&do=detail&id=3087&reg_num=2174,Д-р Петър Х. Берон -1925,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
2175,?act=community&do=detail&id=3088&reg_num=2175,Алеко Константинов 1897,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
2176,?act=community&do=detail&id=3089&reg_num=2176,Пробуда -1928,ГРАД КАСПИЧАН,КАСПИЧАН,ШУМЕН
2177,?act=community&do=detail&id=1921&reg_num=2177,Просвета-1903,СЕЛО ГОРНИ ДЪБНИК,ДОЛНИ ДЪБНИК,ПЛЕВЕН
2178,?act=community&do=detail&id=1922&reg_num=2178,Прогрес 1971,СЕЛО ГЛУХАР,КЪРДЖАЛИ,КЪРДЖАЛИ
2179,?act=community&do=detail&id=1923&reg_num=2179,Обнова,СЕЛО БЪРЗИНА,ХАЙРЕДИН,ВРАЦА
2180,?act=community&do=detail&id=3090&reg_num=2180,П.К. Яворов -1920,ГРАД СОФИЯ,СТОЛИЧНА,СОФИЯ-ГРАД
2128,?act=community&do=detail&id=1883&reg_num=2128,Просвета-1943,СЕЛО МОГИЛЕЦ,ОМУРТАГ,ТЪРГОВИЩЕ
2129,?act=community&do=detail&id=1884&reg_num=2129,Пробуда-1925,СЕЛО ИЛИЙНО,ОМУРТАГ,ТЪРГОВИЩЕ
2130,?act=community&do=detail&id=1885&reg_num=2130,Христо Ботев-1926,СЕЛО ПАНАЙОТ ХИТОВО,ОМУРТАГ,ТЪРГОВИЩЕ
2131,?act=community&do=detail&id=1886&reg_num=2131,Труд-1950,СЕЛО ВРАНИ КОН,ОМУРТАГ,ТЪРГОВИЩЕ
2132,?act=community&do=detail&id=1887&reg_num=2132,Кирил и Методий-1955,СЕЛО ЦЕРОВИЩЕ,ОМУРТАГ,ТЪРГОВИЩЕ
2133,?act=community&do=detail&id=1888&reg_num=2133,Христо Ботев -1945,СЕЛО КРАСНОСЕЛЦИ,ОМУРТАГ,ТЪРГОВИЩЕ
2134,?act=community&do=detail&id=1889&reg_num=2134,Просвета -1951,СЕЛО ПТИЧЕВО,ОМУРТАГ,ТЪРГОВИЩЕ
2135,?act=community&do=detail&id=1890&reg_num=2135,Култура-1940,СЕЛО ОБИТЕЛ,ОМУРТАГ,ТЪРГОВИЩЕ
2136,?act=community&do=detail&id=1891&reg_num=2136,Просвета-1954,СЕЛО ДОЛНО КОЗАРЕВО,ОМУРТАГ,ТЪРГОВИЩЕ
2137,?act=community&do=detail&id=1892&reg_num=2137,Христо Ботев-1949,СЕЛО ПЛЪСТИНА,ОМУРТАГ,ТЪРГОВИЩЕ
2138,?act=community&do=detail&id=1893&reg_num=2138,Единство,СЕЛО ГРУЕВО,МОМЧИЛГРАД,КЪРДЖАЛИ
2139,?act=community&do=detail&id=1894&reg_num=2139,Виделина -1928,СЕЛО КУКОРЕВО,ТУНДЖА,ЯМБОЛ
2381,?act=community&do=detail&id=2112&reg_num=2381,Отец Паисий-1930,СЕЛО БЛИЗНАЦИ,ХИТРИНО,ШУМЕН
2382,?act=community&do=detail&id=2113&reg_num=2382,Наука и труд -1914,СЕЛО ГОРСКИ ДОЛЕН ТРЪМБЕШ,ГОРНА ОРЯХОВИЦА,ВЕЛИКО ТЪРНОВО
2383,?act=community&do=detail&id=2114&reg_num=2383,Надежда -1872,СЕЛО ЛЕСИЧЕРИ,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
2384,?act=community&do=detail&id=2115&reg_num=2384,Асен Златаров-1945,СЕЛО БРЕЗЕ,ДЕВИН,СМОЛЯН
2385,?act=community&do=detail&id=2116&reg_num=2385,Тракия-1930,ГРАД БУРГАС,БУРГАС,БУРГАС
2386,?act=community&do=detail&id=2117&reg_num=2386,Просвета-1938,СЕЛО ИЗВОРИЩЕ,БУРГАС,БУРГАС
2387,?act=community&do=detail&id=2118&reg_num=2387,Антон Страшимиров -1980 г.,ГРАД БУРГАС,БУРГАС,БУРГАС
2388,?act=community&do=detail&id=2119&reg_num=2388,Напредък -1927,СЕЛО ГОЛЯМ МАНАСТИР,ТУНДЖА,ЯМБОЛ
2389,?act=community&do=detail&id=2120&reg_num=2389,Асен Златаров-1939,СЕЛО КЪШИН,ПЛЕВЕН,ПЛЕВЕН
2390,?act=community&do=detail&id=2121&reg_num=2390,Васил Левски -1927,СЕЛО БЪРКАЧ,ДОЛНИ ДЪБНИК,ПЛЕВЕН
